function,frame,time_ms
track,904,2.918043,0.002721,1
imagePyramid,905,0.450221
track,905,2.594872,0.002750,1
imagePyramid,906,0.468500
track,906,2.105502,0.003370,1
imagePyramid,907,0.396250
track,907,2.029232,0.003379,1
imagePyramid,908,0.358751
track,908,2.222092,0.003619,1
imagePyramid,908,0.473200
preCompute,908,1.697292
imagePyramid,908,0.387660
preCompute,908,1.961722
imagePyramid,910,0.372541
track,910,2.190772,0.000000,1
imagePyramid,911,0.339030
track,911,2.279222,0.002567,1
imagePyramid,912,0.386331
track,912,2.912052,0.002920,1
imagePyramid,913,0.481390
track,913,3.858754,0.003437,1
imagePyramid,914,0.375751
track,914,2.786213,0.003749,1
imagePyramid,914,0.384110
preCompute,914,2.218392
imagePyramid,914,0.379090
preCompute,914,2.387192
imagePyramid,916,0.393881
track,916,2.367612,0.000000,1
imagePyramid,917,0.421991
track,917,3.492763,0.002503,1
imagePyramid,918,0.395600
track,918,3.403253,0.002791,1
imagePyramid,919,0.406470
track,919,3.547963,0.002816,1
imagePyramid,920,0.398060
track,920,2.893853,0.003324,1
imagePyramid,921,0.436290
track,921,2.636443,0.003766,1
imagePyramid,921,0.443350
preCompute,921,1.905581
imagePyramid,921,0.418130
preCompute,921,2.253132
imagePyramid,923,0.432060
track,923,2.285742,0.000000,1
imagePyramid,924,0.499620
track,924,3.530183,0.002992,1
imagePyramid,925,0.455221
track,925,3.949183,0.002750,1
imagePyramid,926,0.446610
track,926,2.403742,0.003161,1
imagePyramid,927,0.409990
track,927,2.247402,0.004096,1
imagePyramid,927,0.350390
preCompute,927,1.503521
imagePyramid,927,0.362471
preCompute,927,1.883491
imagePyramid,929,0.308170
track,929,1.874242,0.000000,1
imagePyramid,930,0.490381
track,930,3.323773,0.003000,1
imagePyramid,931,0.417411
track,931,3.013193,0.003584,1
imagePyramid,931,0.437000
preCompute,931,2.481532
imagePyramid,933,0.365480
track,933,2.440232,0.000000,1
imagePyramid,934,0.510190
track,934,3.453073,0.003525,1
imagePyramid,934,0.491540
preCompute,934,2.342803
imagePyramid,934,0.411110
preCompute,934,2.279862
imagePyramid,936,0.377970
track,936,2.219102,0.000000,1
imagePyramid,937,0.384921
track,937,3.140942,0.002174,1
imagePyramid,938,0.430841
track,938,3.647113,0.002430,1
imagePyramid,939,0.443180
track,939,3.655834,0.002658,1
imagePyramid,940,0.414161
track,940,2.953133,0.002819,1
imagePyramid,941,0.448210
track,941,2.362842,0.003333,1
imagePyramid,942,0.449520
track,942,2.062492,0.003311,1
imagePyramid,943,0.522300
track,943,2.075242,0.003290,1
imagePyramid,944,0.478390
track,944,2.004022,0.003724,1
imagePyramid,944,0.692671
preCompute,944,1.772442
imagePyramid,944,0.381190
preCompute,944,1.483622
imagePyramid,946,0.326921
track,946,1.628161,0.000000,1
imagePyramid,947,0.369601
track,947,2.408092,0.002819,1
imagePyramid,948,0.464851
track,948,3.285333,0.003126,1
imagePyramid,949,0.410791
track,949,3.300683,0.003288,1
imagePyramid,950,0.384500
track,950,2.837672,0.003434,1
imagePyramid,951,0.372790
track,951,2.547763,0.004535,0
imagePyramid,951,0.356930
preCompute,951,1.850822
imagePyramid,951,0.354840
preCompute,951,1.709202
imagePyramid,953,0.368260
track,953,2.133712,0.000000,1
imagePyramid,954,0.511550
track,954,3.935814,0.003017,1
imagePyramid,955,0.476340
track,955,4.136754,0.003062,1
imagePyramid,956,0.491251
track,956,3.819343,0.003721,1
imagePyramid,956,0.397091
preCompute,956,2.345212
imagePyramid,956,0.492050
preCompute,956,1.819932
imagePyramid,958,0.345920
track,958,2.116482,0.000000,1
imagePyramid,959,0.503821
track,959,3.349323,0.002731,1
imagePyramid,960,0.450211
track,960,3.330223,0.003294,1
imagePyramid,961,0.424721
track,961,3.811733,0.003522,1
imagePyramid,961,0.407911
preCompute,961,2.619242
imagePyramid,961,0.426731
preCompute,961,2.399932
imagePyramid,963,0.393031
track,963,2.319342,0.000000,1
imagePyramid,964,0.362420
track,964,2.554783,0.002807,1
imagePyramid,965,0.401581
track,965,3.132002,0.002707,1
imagePyramid,966,0.541390
track,966,3.695374,0.003033,1
imagePyramid,967,0.466090
track,967,3.317083,0.003377,1
imagePyramid,968,0.409791
track,968,2.703962,0.003002,1
imagePyramid,969,0.439780
track,969,2.184802,0.003478,1
imagePyramid,970,0.393750
track,970,2.473873,0.003517,1
imagePyramid,970,0.455610
preCompute,970,1.381882
imagePyramid,970,0.375400
preCompute,970,1.427482
imagePyramid,972,0.297050
track,972,1.836642,0.000000,1
imagePyramid,973,0.400771
track,973,2.978533,0.002594,1
imagePyramid,974,0.426920
track,974,3.548264,0.002660,1
imagePyramid,975,0.435870
track,975,3.722083,0.002872,1
imagePyramid,976,0.384161
track,976,3.079963,0.003529,1
imagePyramid,976,0.563151
preCompute,976,2.126542
imagePyramid,976,0.389301
preCompute,976,1.602881
imagePyramid,978,0.335050
track,978,1.887152,0.000000,1
imagePyramid,979,0.379330
track,979,2.974183,0.002661,1
imagePyramid,980,0.511690
track,980,3.845424,0.003384,1
imagePyramid,981,0.466420
track,981,3.890094,0.003231,1
imagePyramid,982,0.497470
track,982,2.729592,0.003127,1
imagePyramid,983,0.451911
track,983,2.145652,0.003972,1
imagePyramid,983,0.437731
preCompute,983,1.473881
imagePyramid,983,0.528521
preCompute,983,1.996692
imagePyramid,985,0.365841
track,985,2.274732,0.000000,1
imagePyramid,986,0.498871
track,986,4.044333,0.003881,1
imagePyramid,986,0.468331
preCompute,986,3.031913
imagePyramid,988,0.520051
track,988,3.009643,0.000000,1
imagePyramid,989,0.500830
track,989,2.614753,0.003156,1
imagePyramid,990,0.377320
track,990,2.392592,0.003524,1
imagePyramid,990,0.361080
preCompute,990,1.582121
imagePyramid,990,0.361780
preCompute,990,1.575362
imagePyramid,992,0.500880
track,992,1.907142,0.000000,1
imagePyramid,993,0.404930
track,993,3.233604,0.002423,1
imagePyramid,994,0.440640
track,994,3.405643,0.003101,1
imagePyramid,995,0.430761
track,995,3.589003,0.003653,1
imagePyramid,995,0.471450
preCompute,995,2.733563
imagePyramid,995,0.409520
preCompute,995,2.638003
imagePyramid,997,0.402540
track,997,2.876652,0.000000,1
imagePyramid,998,0.442271
track,998,3.814743,0.003080,1
imagePyramid,999,0.414651
track,999,3.475643,0.002855,1
imagePyramid,1000,0.545710
track,1000,3.606004,0.003094,1
imagePyramid,1001,0.522201
track,1001,4.035274,0.002724,1
imagePyramid,1002,0.544140
track,1002,2.952823,0.002921,1
imagePyramid,1003,0.493230
track,1003,2.844783,0.003219,1
imagePyramid,1004,0.387610
track,1004,2.295862,0.003841,1
imagePyramid,1004,0.459960
preCompute,1004,1.693962
imagePyramid,1004,0.495261
preCompute,1004,2.316752
imagePyramid,1006,0.490170
track,1006,2.357622,0.000000,1
imagePyramid,1007,0.491431
track,1007,3.719103,0.003103,1
imagePyramid,1008,0.484340
track,1008,4.205684,0.003159,1
imagePyramid,1009,0.469421
track,1009,2.858062,0.003262,1
imagePyramid,1010,0.456810
track,1010,2.283872,0.003610,1
imagePyramid,1010,0.431130
preCompute,1010,1.509891
imagePyramid,1010,0.385650
preCompute,1010,1.892162
imagePyramid,1012,0.325971
track,1012,2.118402,0.000000,1
imagePyramid,1013,0.475130
track,1013,2.918103,0.002625,1
imagePyramid,1014,0.378210
track,1014,2.898402,0.003940,1
imagePyramid,1014,0.417880
preCompute,1014,2.643823
imagePyramid,1016,0.422850
track,1016,2.644683,0.000000,1
imagePyramid,1017,0.409200
track,1017,2.824163,0.002627,1
imagePyramid,1018,0.442410
track,1018,2.263163,0.002998,1
imagePyramid,1019,0.460601
track,1019,2.280062,0.003080,1
imagePyramid,1020,0.372550
track,1020,2.256192,0.003084,1
imagePyramid,1021,0.387370
track,1021,2.266692,0.003442,1
imagePyramid,1022,0.371710
track,1022,2.365882,0.003300,1
imagePyramid,1023,0.406040
track,1023,2.182902,0.003579,1
imagePyramid,1023,0.340020
preCompute,1023,1.561902
imagePyramid,1023,0.353130
preCompute,1023,1.811221
imagePyramid,1025,0.360080
track,1025,2.239182,0.000000,1
imagePyramid,1026,0.489360
track,1026,3.267063,0.002728,1
imagePyramid,1027,0.490941
track,1027,3.482823,0.002797,1
imagePyramid,1028,0.484861
track,1028,3.170803,0.003319,1
imagePyramid,1029,0.418461
track,1029,2.263872,0.003259,1
imagePyramid,1030,0.463030
track,1030,2.217252,0.003385,1
imagePyramid,1031,0.478140
track,1031,2.013172,0.004158,1
imagePyramid,1031,0.367940
preCompute,1031,1.314191
imagePyramid,1031,0.480660
preCompute,1031,1.414452
imagePyramid,1033,0.331680
track,1033,1.858692,0.000000,1
imagePyramid,1034,0.493661
track,1034,2.493192,0.003344,1
imagePyramid,1035,0.398100
track,1035,2.912143,0.003851,1
imagePyramid,1035,0.498530
preCompute,1035,1.808532
imagePyramid,1037,0.365820
track,1037,2.091862,0.000000,1
imagePyramid,1038,0.409881
track,1038,2.195052,0.002864,1
imagePyramid,1039,0.493190
track,1039,2.315092,0.003782,1
imagePyramid,1039,0.499920
preCompute,1039,1.435912
imagePyramid,1039,0.509461
preCompute,1039,1.753681
imagePyramid,1041,0.343720
track,1041,1.978782,0.000000,1
imagePyramid,1042,0.458520
track,1042,2.899433,0.002900,1
imagePyramid,1043,0.432130
track,1043,2.345392,0.003816,1
imagePyramid,1043,0.383460
preCompute,1043,2.043412
imagePyramid,1045,0.374701
track,1045,2.093202,0.000000,1
imagePyramid,1046,0.364560
track,1046,2.589822,0.002539,1
imagePyramid,1047,0.389980
track,1047,2.573873,0.003148,1
imagePyramid,1048,0.464140
track,1048,2.545963,0.003600,1
imagePyramid,1048,0.372360
preCompute,1048,2.079612
imagePyramid,1050,0.352021
track,1050,2.104662,0.000000,1
imagePyramid,1051,0.401010
track,1051,2.595803,0.002350,1
imagePyramid,1052,0.423510
track,1052,2.537682,0.002622,1
imagePyramid,1053,0.390440
track,1053,2.493232,0.002936,1
imagePyramid,1054,0.393430
track,1054,2.575573,0.003451,1
imagePyramid,1055,0.378771
track,1055,2.532962,0.003472,1
imagePyramid,1056,0.375880
track,1056,2.527703,0.003580,1
imagePyramid,1056,0.388740
preCompute,1056,1.855272
imagePyramid,1056,0.391880
preCompute,1056,2.063532
imagePyramid,1058,0.496750
track,1058,2.200982,0.000000,1
imagePyramid,1059,0.506640
track,1059,3.750824,0.003423,1
imagePyramid,1060,0.553301
track,1060,4.264244,0.004538,0
imagePyramid,1060,0.457031
preCompute,1060,2.973883
imagePyramid,1062,0.405500
track,1062,2.945672,0.000000,1
imagePyramid,1063,0.361070
track,1063,2.941563,0.003478,1
imagePyramid,1064,0.400391
track,1064,2.841403,0.004007,1
imagePyramid,1064,0.391911
preCompute,1064,2.112632
imagePyramid,1066,0.362551
track,1066,2.179991,0.000000,1
imagePyramid,1067,0.417620
track,1067,2.676863,0.002819,1
imagePyramid,1068,0.412170
track,1068,2.727073,0.003597,1
imagePyramid,1068,0.471380
preCompute,1068,1.720532
imagePyramid,1070,0.339620
track,1070,1.961032,0.000000,1
imagePyramid,1071,0.482700
track,1071,2.226902,0.002900,1
imagePyramid,1072,0.472230
track,1072,2.315661,0.003062,1
imagePyramid,1073,0.388411
track,1073,2.206172,0.003282,1
imagePyramid,1074,0.400430
track,1074,1.996662,0.003411,1
imagePyramid,1075,0.356140
track,1075,2.173702,0.003197,1
imagePyramid,1076,0.393741
track,1076,2.270102,0.003441,1
imagePyramid,1077,0.522420
track,1077,2.560893,0.003456,1
imagePyramid,1078,0.360780
track,1078,2.325612,0.003449,1
imagePyramid,1079,0.397611
track,1079,2.177142,0.003583,1
imagePyramid,1079,0.381500
preCompute,1079,1.697072
imagePyramid,1079,0.348170
preCompute,1079,1.770442
imagePyramid,1081,0.348570
track,1081,2.038202,0.000000,1
imagePyramid,1082,0.499911
track,1082,3.497483,0.002838,1
imagePyramid,1083,0.513761
track,1083,4.044404,0.003317,1
imagePyramid,1084,0.459711
track,1084,2.936103,0.003555,1
imagePyramid,1084,0.613400
preCompute,1084,1.924532
imagePyramid,1084,0.493500
preCompute,1084,2.424412
imagePyramid,1086,0.443110
track,1086,2.990753,0.000000,1
imagePyramid,1087,0.417110
track,1087,3.573594,0.003102,1
imagePyramid,1088,0.505451
track,1088,3.727553,0.003459,1
imagePyramid,1089,0.420900
track,1089,3.284133,0.003598,1
imagePyramid,1089,0.572740
preCompute,1089,1.924982
imagePyramid,1089,0.405700
preCompute,1089,2.072282
imagePyramid,1091,0.397400
track,1091,2.423142,0.000000,1
imagePyramid,1092,0.491290
track,1092,4.250314,0.002772,1
imagePyramid,1093,0.497521
track,1093,4.362204,0.003347,1
imagePyramid,1094,0.424661
track,1094,3.745253,0.004279,1
imagePyramid,1094,0.442550
preCompute,1094,2.362982
imagePyramid,1094,0.413330
preCompute,1094,2.112092
imagePyramid,1096,0.403720
track,1096,2.439172,0.000000,1
imagePyramid,1097,0.454330
track,1097,3.365663,0.002903,1
imagePyramid,1098,0.447741
track,1098,3.784143,0.003393,1
imagePyramid,1099,0.492471
track,1099,3.632663,0.003280,1
imagePyramid,1100,0.480410
track,1100,2.231132,0.003565,1
imagePyramid,1100,0.522660
preCompute,1100,1.590572
imagePyramid,1100,0.492121
preCompute,1100,2.064712
imagePyramid,1102,0.366541
track,1102,2.371472,0.000000,1
imagePyramid,1103,0.429980
track,1103,3.540604,0.002886,1
imagePyramid,1104,0.456900
track,1104,3.444523,0.003074,1
imagePyramid,1105,0.420891
track,1105,3.218812,0.003723,1
imagePyramid,1105,0.554401
preCompute,1105,2.428232
imagePyramid,1107,0.440261
track,1107,2.561512,0.000000,1
imagePyramid,1108,0.503440
track,1108,2.119802,0.003051,1
imagePyramid,1109,0.456610
track,1109,2.224812,0.003561,1
imagePyramid,1109,0.674341
preCompute,1109,2.018152
imagePyramid,1109,0.419180
preCompute,1109,1.666651
imagePyramid,1111,0.345220
track,1111,2.093212,0.000000,1
imagePyramid,1112,0.494030
track,1112,2.975243,0.002883,1
imagePyramid,1113,0.516771
track,1113,4.031974,0.003287,1
imagePyramid,1114,0.479001
track,1114,4.043684,0.003427,1
imagePyramid,1115,0.426201
track,1115,2.750352,0.003603,1
imagePyramid,1115,0.585140
preCompute,1115,2.104212
imagePyramid,1115,0.436750
preCompute,1115,2.730823
imagePyramid,1117,0.421861
track,1117,2.716492,0.000000,1
imagePyramid,1118,0.479700
track,1118,2.849843,0.002567,1
imagePyramid,1119,0.508841
track,1119,2.951192,0.002935,1
imagePyramid,1120,0.493341
track,1120,3.212933,0.003104,1
imagePyramid,1121,0.430450
track,1121,3.015933,0.003569,1
imagePyramid,1121,0.398441
preCompute,1121,1.865582
imagePyramid,1121,0.357620
preCompute,1121,1.527001
imagePyramid,1123,0.331370
track,1123,1.764402,0.000000,1
imagePyramid,1124,0.419530
track,1124,2.373512,0.002624,1
imagePyramid,1125,0.389420
track,1125,2.535272,0.003167,1
imagePyramid,1126,0.362540
track,1126,2.625422,0.003252,1
imagePyramid,1127,0.567000
track,1127,2.519393,0.003399,1
imagePyramid,1128,0.357500
track,1128,2.338772,0.003440,1
imagePyramid,1129,0.380140
track,1129,2.390372,0.003166,1
imagePyramid,1130,0.406671
track,1130,2.453402,0.003952,1
imagePyramid,1130,0.380490
preCompute,1130,1.974961
imagePyramid,1130,0.381911
preCompute,1130,1.941881
imagePyramid,1132,0.387540
track,1132,2.095542,0.000000,1
imagePyramid,1133,0.419840
track,1133,3.237023,0.002858,1
imagePyramid,1134,0.446281
